frame_idx,frame_name,x_px,y_px
2041,frame_002041.jpg,326,275
2042,frame_002042.jpg,328,272
2043,frame_002043.jpg,327,273
2043,frame_002043.jpg,327,272
2045,frame_002045.jpg,327,273
2046,frame_002046.jpg,326,273
2047,frame_002047.jpg,326,272
2049,frame_002049.jpg,326,273
2050,frame_002050.jpg,326,273
2050,frame_002050.jpg,326,273
2051,frame_002051.jpg,326,272
2053,frame_002053.jpg,326,272
2054,frame_002054.jpg,326,272
2054,frame_002054.jpg,327,273
2064,frame_002064.jpg,418,311
2066,frame_002066.jpg,417,310
2067,frame_002067.jpg,418,311
2067,frame_002067.jpg,417,312
2068,frame_002068.jpg,415,312
2070,frame_002070.jpg,415,312
2071,frame_002071.jpg,414,312
2072,frame_002072.jpg,415,312
2072,frame_002072.jpg,415,311
2073,frame_002073.jpg,416,310
2075,frame_002075.jpg,416,308
2076,frame_002076.jpg,416,310
2076,frame_002076.jpg,416,309
2077,frame_002077.jpg,417,309
2079,frame_002079.jpg,417,310
2080,frame_002080.jpg,417,309
2081,frame_002081.jpg,417,311
2081,frame_002081.jpg,415,311
2083,frame_002083.jpg,415,312
2084,frame_002084.jpg,415,311
2085,frame_002085.jpg,416,312
2086,frame_002086.jpg,416,312
2086,frame_002086.jpg,417,311
2088,frame_002088.jpg,416,311
2089,frame_002089.jpg,416,311
2090,frame_002090.jpg,416,312
2092,frame_002092.jpg,416,311
2092,frame_002092.jpg,416,312
2092,frame_002092.jpg,416,311
2093,frame_002093.jpg,416,311
2094,frame_002094.jpg,416,311
2094,frame_002094.jpg,415,311
2096,frame_002096.jpg,415,311
2097,frame_002097.jpg,416,311
2098,frame_002098.jpg,415,311
2100,frame_002100.jpg,415,312
2101,frame_002101.jpg,416,311
2101,frame_002101.jpg,415,309
2102,frame_002102.jpg,416,309
2103,frame_002103.jpg,415,310
2105,frame_002105.jpg,416,309
2105,frame_002105.jpg,416,310
2106,frame_002106.jpg,416,307
2107,frame_002107.jpg,417,307
2109,frame_002109.jpg,416,309
2110,frame_002110.jpg,416,309
2110,frame_002110.jpg,416,312
2111,frame_002111.jpg,416,314
2113,frame_002113.jpg,415,315
2114,frame_002114.jpg,415,314
2114,frame_002114.jpg,416,315
2115,frame_002115.jpg,415,315
2116,frame_002116.jpg,415,314
2118,frame_002118.jpg,416,314
2119,frame_002119.jpg,416,313
2119,frame_002119.jpg,416,313
2120,frame_002120.jpg,416,313
2122,frame_002122.jpg,417,310
2122,frame_002122.jpg,418,312
2123,frame_002123.jpg,417,312
2124,frame_002124.jpg,417,311
2124,frame_002124.jpg,418,312
2126,frame_002126.jpg,417,312
2127,frame_002127.jpg,417,312
2128,frame_002128.jpg,417,312
2128,frame_002128.jpg,416,312
2130,frame_002130.jpg,416,312
2131,frame_002131.jpg,416,314
2132,frame_002132.jpg,415,314
2132,frame_002132.jpg,415,314
2133,frame_002133.jpg,416,315
2135,frame_002135.jpg,416,315
2136,frame_002136.jpg,416,315
2137,frame_002137.jpg,416,314
2137,frame_002137.jpg,417,315
2139,frame_002139.jpg,416,315
2140,frame_002140.jpg,416,315
2141,frame_002141.jpg,416,316
2141,frame_002141.jpg,416,315
2143,frame_002143.jpg,417,316
2144,frame_002144.jpg,416,316
2145,frame_002145.jpg,416,316
2146,frame_002146.jpg,416,316
2146,frame_002146.jpg,416,316
2148,frame_002148.jpg,416,316
2149,frame_002149.jpg,417,317
2150,frame_002150.jpg,417,316
2152,frame_002152.jpg,416,316
2152,frame_002152.jpg,416,317
2152,frame_002152.jpg,416,317
2153,frame_002153.jpg,417,317
2154,frame_002154.jpg,417,316
2154,frame_002154.jpg,417,318
2156,frame_002156.jpg,417,317
2157,frame_002157.jpg,416,317
2158,frame_002158.jpg,417,316
2160,frame_002160.jpg,417,316
2160,frame_002160.jpg,416,318
2161,frame_002161.jpg,416,318
2162,frame_002162.jpg,417,319
2163,frame_002163.jpg,416,319
2165,frame_002165.jpg,416,320
2165,frame_002165.jpg,416,321
2166,frame_002166.jpg,416,321
2167,frame_002167.jpg,417,320
2169,frame_002169.jpg,416,319
2170,frame_002170.jpg,415,319
2170,frame_002170.jpg,415,320
2170,frame_002170.jpg,414,319
2173,frame_002173.jpg,415,320
2174,frame_002174.jpg,413,321
2174,frame_002174.jpg,413,320
2175,frame_002175.jpg,413,320
2176,frame_002176.jpg,413,320
2178,frame_002178.jpg,413,320
2179,frame_002179.jpg,413,320
2179,frame_002179.jpg,413,320
2180,frame_002180.jpg,411,318
2182,frame_002182.jpg,411,319
2182,frame_002182.jpg,411,319
2183,frame_002183.jpg,411,319
2184,frame_002184.jpg,412,319
2184,frame_002184.jpg,412,320
2186,frame_002186.jpg,412,321
2187,frame_002187.jpg,411,320
2188,frame_002188.jpg,411,320
2188,frame_002188.jpg,411,320
2190,frame_002190.jpg,411,320
2191,frame_002191.jpg,410,320
2192,frame_002192.jpg,410,320
2192,frame_002192.jpg,411,319
2193,frame_002193.jpg,411,319
2195,frame_002195.jpg,412,319
2196,frame_002196.jpg,412,319
2197,frame_002197.jpg,412,319
2199,frame_002199.jpg,412,319
2199,frame_002199.jpg,411,319
2200,frame_002200.jpg,412,319
2201,frame_002201.jpg,412,319
2203,frame_002203.jpg,412,319
2203,frame_002203.jpg,412,320
2204,frame_002204.jpg,412,320
2205,frame_002205.jpg,412,320
2206,frame_002206.jpg,413,321
2208,frame_002208.jpg,414,321
2208,frame_002208.jpg,414,321
2209,frame_002209.jpg,414,321
2210,frame_002210.jpg,416,322
2212,frame_002212.jpg,416,322
2212,frame_002212.jpg,417,325
2212,frame_002212.jpg,419,329
2213,frame_002213.jpg,419,339
2214,frame_002214.jpg,419,348
2216,frame_002216.jpg,419,356
2217,frame_002217.jpg,419,364
2217,frame_002217.jpg,419,366
2218,frame_002218.jpg,418,368
2220,frame_002220.jpg,415,369
2221,frame_002221.jpg,414,369
2222,frame_002222.jpg,412,367
2222,frame_002222.jpg,410,364
2223,frame_002223.jpg,408,361
2225,frame_002225.jpg,407,361
2226,frame_002226.jpg,407,358
2226,frame_002226.jpg,409,351
2227,frame_002227.jpg,410,329
2229,frame_002229.jpg,412,339
2230,frame_002230.jpg,412,336
2231,frame_002231.jpg,413,344
2231,frame_002231.jpg,412,356
2233,frame_002233.jpg,414,358
2234,frame_002234.jpg,414,367
2235,frame_002235.jpg,417,373
2236,frame_002236.jpg,420,408
2238,frame_002238.jpg,416,366
2238,frame_002238.jpg,410,397
2239,frame_002239.jpg,409,368
2240,frame_002240.jpg,399,378
2242,frame_002242.jpg,391,493
2242,frame_002242.jpg,390,461
2242,frame_002242.jpg,382,482
2243,frame_002243.jpg,376,486
2244,frame_002244.jpg,428,456
2244,frame_002244.jpg,436,451
2246,frame_002246.jpg,434,449
2247,frame_002247.jpg,431,448
2248,frame_002248.jpg,433,444
2250,frame_002250.jpg,432,441
2251,frame_002251.jpg,433,442
2252,frame_002252.jpg,436,446
2252,frame_002252.jpg,441,447
2253,frame_002253.jpg,445,458
2255,frame_002255.jpg,446,463
2256,frame_002256.jpg,450,496
2256,frame_002256.jpg,444,508
2257,frame_002257.jpg,441,596
2259,frame_002259.jpg,433,594
2260,frame_002260.jpg,418,505
2261,frame_002261.jpg,416,507
2261,frame_002261.jpg,414,506
2263,frame_002263.jpg,414,501
2264,frame_002264.jpg,417,487
2265,frame_002265.jpg,422,479
2266,frame_002266.jpg,426,470
2268,frame_002268.jpg,432,465
2268,frame_002268.jpg,432,466
2283,frame_002283.jpg,294,365
2283,frame_002283.jpg,290,369
2286,frame_002286.jpg,289,368
2286,frame_002286.jpg,288,365
2287,frame_002287.jpg,292,346
2289,frame_002289.jpg,287,354
2290,frame_002290.jpg,284,353
2291,frame_002291.jpg,282,356
2291,frame_002291.jpg,282,357
2293,frame_002293.jpg,282,354
2294,frame_002294.jpg,283,351
2295,frame_002295.jpg,282,350
2296,frame_002296.jpg,282,351
2298,frame_002298.jpg,247,344
2298,frame_002298.jpg,252,338
2299,frame_002299.jpg,248,337
2300,frame_002300.jpg,240,344
2302,frame_002302.jpg,167,391
2302,frame_002302.jpg,276,294
2302,frame_002302.jpg,281,294
2303,frame_002303.jpg,285,291
2304,frame_002304.jpg,287,290
2306,frame_002306.jpg,295,285
2306,frame_002306.jpg,301,293
2307,frame_002307.jpg,287,285
2308,frame_002308.jpg,285,282
2310,frame_002310.jpg,279,282
2311,frame_002311.jpg,279,277
2311,frame_002311.jpg,281,276
2334,frame_002334.jpg,475,454
2336,frame_002336.jpg,473,459
2336,frame_002336.jpg,479,482
2337,frame_002337.jpg,491,543
2338,frame_002338.jpg,459,422
2340,frame_002340.jpg,460,418
2340,frame_002340.jpg,484,532
2341,frame_002341.jpg,474,505
2342,frame_002342.jpg,476,532
2343,frame_002343.jpg,445,415
2343,frame_002343.jpg,439,418
2345,frame_002345.jpg,430,421
2346,frame_002346.jpg,424,419
2347,frame_002347.jpg,424,418
2349,frame_002349.jpg,423,421
2350,frame_002350.jpg,424,417
2350,frame_002350.jpg,427,417
2351,frame_002351.jpg,428,419
2353,frame_002353.jpg,427,416
2354,frame_002354.jpg,427,418
2355,frame_002355.jpg,428,420
2355,frame_002355.jpg,428,420
2356,frame_002356.jpg,428,417
2358,frame_002358.jpg,433,411
2359,frame_002359.jpg,438,412
2359,frame_002359.jpg,442,412
2360,frame_002360.jpg,450,406
2362,frame_002362.jpg,452,407
2362,frame_002362.jpg,458,413
2363,frame_002363.jpg,464,434
2363,frame_002363.jpg,467,466
2364,frame_002364.jpg,467,497
2366,frame_002366.jpg,464,518
2367,frame_002367.jpg,462,532
2368,frame_002368.jpg,459,538
2370,frame_002370.jpg,456,542
2370,frame_002370.jpg,454,543
2371,frame_002371.jpg,450,541
2372,frame_002372.jpg,446,539
2373,frame_002373.jpg,445,538
2373,frame_002373.jpg,442,536
2375,frame_002375.jpg,441,535
2376,frame_002376.jpg,442,538
2377,frame_002377.jpg,446,529
2377,frame_002377.jpg,449,514
2379,frame_002379.jpg,454,500
2380,frame_002380.jpg,454,476
2381,frame_002381.jpg,454,456
2383,frame_002383.jpg,454,435
2384,frame_002384.jpg,455,421
2385,frame_002385.jpg,456,406
2385,frame_002385.jpg,456,389
2386,frame_002386.jpg,472,413
2388,frame_002388.jpg,469,371
2389,frame_002389.jpg,469,347
2390,frame_002390.jpg,471,338
2390,frame_002390.jpg,469,322
2392,frame_002392.jpg,465,310
2392,frame_002392.jpg,464,307
2393,frame_002393.jpg,463,302
2394,frame_002394.jpg,463,297
2396,frame_002396.jpg,463,297
2396,frame_002396.jpg,465,300
2396,frame_002396.jpg,471,311
2397,frame_002397.jpg,476,336
2398,frame_002398.jpg,487,388
2400,frame_002400.jpg,492,435
2401,frame_002401.jpg,453,352
2402,frame_002402.jpg,444,376
2403,frame_002403.jpg,436,391
2403,frame_002403.jpg,430,402
2405,frame_002405.jpg,427,406
2406,frame_002406.jpg,428,407
2407,frame_002407.jpg,432,408
2409,frame_002409.jpg,438,403
2410,frame_002410.jpg,446,399
2410,frame_002410.jpg,450,396
2411,frame_002411.jpg,452,394
2413,frame_002413.jpg,453,390
2414,frame_002414.jpg,450,385
2414,frame_002414.jpg,446,385
2415,frame_002415.jpg,442,385
2415,frame_002415.jpg,437,388
2418,frame_002418.jpg,433,387
2418,frame_002418.jpg,433,390
2419,frame_002419.jpg,435,397
2420,frame_002420.jpg,440,408
2422,frame_002422.jpg,446,415
2422,frame_002422.jpg,450,421
2422,frame_002422.jpg,456,420
2423,frame_002423.jpg,457,420
2424,frame_002424.jpg,458,420
2426,frame_002426.jpg,457,420
2427,frame_002427.jpg,456,424
2427,frame_002427.jpg,451,423
2428,frame_002428.jpg,449,428
2430,frame_002430.jpg,448,426
2431,frame_002431.jpg,448,429
2432,frame_002432.jpg,450,428
2433,frame_002433.jpg,452,428
2433,frame_002433.jpg,452,429
2433,frame_002433.jpg,451,429
2436,frame_002436.jpg,450,430
2436,frame_002436.jpg,449,432
2437,frame_002437.jpg,447,435
2439,frame_002439.jpg,446,438
2440,frame_002440.jpg,441,444
2441,frame_002441.jpg,438,448
2441,frame_002441.jpg,433,450
2443,frame_002443.jpg,427,452
2444,frame_002444.jpg,423,450
2445,frame_002445.jpg,422,450
2446,frame_002446.jpg,422,444
2446,frame_002446.jpg,425,442
2448,frame_002448.jpg,429,444
2449,frame_002449.jpg,429,447
2450,frame_002450.jpg,429,451
2452,frame_002452.jpg,430,452
2452,frame_002452.jpg,431,454
2452,frame_002452.jpg,432,456
2453,frame_002453.jpg,431,457
2454,frame_002454.jpg,425,460
2456,frame_002456.jpg,416,462
2456,frame_002456.jpg,408,465
2457,frame_002457.jpg,402,469
2458,frame_002458.jpg,399,465
2460,frame_002460.jpg,398,459
2461,frame_002461.jpg,400,455
2462,frame_002462.jpg,402,450
2462,frame_002462.jpg,404,445
2463,frame_002463.jpg,405,445
2465,frame_002465.jpg,406,444
2466,frame_002466.jpg,408,443
2466,frame_002466.jpg,411,442
2467,frame_002467.jpg,412,441
2469,frame_002469.jpg,414,438
2470,frame_002470.jpg,415,436
2471,frame_002471.jpg,417,433
2471,frame_002471.jpg,422,433
2473,frame_002473.jpg,427,429
2474,frame_002474.jpg,437,422
2475,frame_002475.jpg,452,407
2475,frame_002475.jpg,468,391
2478,frame_002478.jpg,481,379
2478,frame_002478.jpg,490,374
2479,frame_002479.jpg,493,371
2480,frame_002480.jpg,496,368
2482,frame_002482.jpg,495,370
2482,frame_002482.jpg,490,371
2482,frame_002482.jpg,487,372
2483,frame_002483.jpg,482,376
2484,frame_002484.jpg,480,376
2486,frame_002486.jpg,479,379
2486,frame_002486.jpg,479,382
2487,frame_002487.jpg,480,384
2488,frame_002488.jpg,480,385
2490,frame_002490.jpg,480,386
2490,frame_002490.jpg,479,387
2491,frame_002491.jpg,477,392
2492,frame_002492.jpg,476,399
2493,frame_002493.jpg,473,407
2495,frame_002495.jpg,474,411
2495,frame_002495.jpg,475,410
2496,frame_002496.jpg,481,413
2497,frame_002497.jpg,486,415
2499,frame_002499.jpg,490,415
2500,frame_002500.jpg,492,412
2501,frame_002501.jpg,489,408
2501,frame_002501.jpg,487,408
2503,frame_002503.jpg,485,403
2504,frame_002504.jpg,481,400
2505,frame_002505.jpg,480,401
2506,frame_002506.jpg,477,401
2520,frame_002520.jpg,308,317
2520,frame_002520.jpg,421,341
2521,frame_002521.jpg,523,384
2522,frame_002522.jpg,521,392
2523,frame_002523.jpg,503,371
2525,frame_002525.jpg,496,373
2525,frame_002525.jpg,489,378
2526,frame_002526.jpg,475,364
2527,frame_002527.jpg,468,357
2527,frame_002527.jpg,443,359
2529,frame_002529.jpg,444,373
2530,frame_002530.jpg,447,390
2531,frame_002531.jpg,451,411
2533,frame_002533.jpg,456,436
2534,frame_002534.jpg,460,426
2534,frame_002534.jpg,621,434
2535,frame_002535.jpg,710,288
2536,frame_002536.jpg,839,248
2538,frame_002538.jpg,820,234
2539,frame_002539.jpg,811,238
2539,frame_002539.jpg,780,233
2540,frame_002540.jpg,756,230
2542,frame_002542.jpg,734,227
2542,frame_002542.jpg,708,220
2543,frame_002543.jpg,697,223
2544,frame_002544.jpg,655,234
2546,frame_002546.jpg,657,238
2546,frame_002546.jpg,678,258
2546,frame_002546.jpg,717,284
2547,frame_002547.jpg,714,294
2548,frame_002548.jpg,738,309
2550,frame_002550.jpg,746,311
2551,frame_002551.jpg,759,309
2552,frame_002552.jpg,775,311
2553,frame_002553.jpg,760,302
2564,frame_002564.jpg,563,268
2564,frame_002564.jpg,556,268
2565,frame_002565.jpg,551,269
2566,frame_002566.jpg,548,270
2568,frame_002568.jpg,548,267
2569,frame_002569.jpg,543,266
2569,frame_002569.jpg,540,269
2570,frame_002570.jpg,537,274
2572,frame_002572.jpg,538,280
2572,frame_002572.jpg,543,288
2573,frame_002573.jpg,550,300
2573,frame_002573.jpg,562,313
2574,frame_002574.jpg,574,326
2576,frame_002576.jpg,424,353
2577,frame_002577.jpg,260,381
2577,frame_002577.jpg,305,358
2578,frame_002578.jpg,309,349
2580,frame_002580.jpg,305,341
2581,frame_002581.jpg,301,323
2587,frame_002587.jpg,207,293
2589,frame_002589.jpg,274,248
2589,frame_002589.jpg,216,280
2626,frame_002626.jpg,394,308
2626,frame_002626.jpg,372,198
2628,frame_002628.jpg,374,199
2629,frame_002629.jpg,382,198
2630,frame_002630.jpg,379,198
2630,frame_002630.jpg,380,203
2632,frame_002632.jpg,386,219
2632,frame_002632.jpg,384,227
2633,frame_002633.jpg,384,228
2634,frame_002634.jpg,397,233
2636,frame_002636.jpg,395,231
2636,frame_002636.jpg,401,239
2637,frame_002637.jpg,393,241
2640,frame_002640.jpg,430,278
2640,frame_002640.jpg,704,367
2641,frame_002641.jpg,706,362
2642,frame_002642.jpg,703,367
2643,frame_002643.jpg,704,371
2645,frame_002645.jpg,727,388
2645,frame_002645.jpg,750,403
2646,frame_002646.jpg,750,400
2647,frame_002647.jpg,750,400
2649,frame_002649.jpg,750,400
2650,frame_002650.jpg,750,400
2651,frame_002651.jpg,750,400
2672,frame_002672.jpg,455,323
2673,frame_002673.jpg,456,328
2675,frame_002675.jpg,456,328
2675,frame_002675.jpg,456,338
2676,frame_002676.jpg,454,313
2677,frame_002677.jpg,438,273
2679,frame_002679.jpg,419,295
2679,frame_002679.jpg,398,246
2680,frame_002680.jpg,358,235
2681,frame_002681.jpg,346,281
2683,frame_002683.jpg,376,377
2684,frame_002684.jpg,365,369
2685,frame_002685.jpg,361,377
2685,frame_002685.jpg,346,372
2686,frame_002686.jpg,325,310
2688,frame_002688.jpg,319,350
2690,frame_002690.jpg,320,365
2690,frame_002690.jpg,242,177
2692,frame_002692.jpg,242,177
2693,frame_002693.jpg,242,177
2694,frame_002694.jpg,242,177
2696,frame_002696.jpg,242,177
2696,frame_002696.jpg,242,177
2720,frame_002720.jpg,80,225
2720,frame_002720.jpg,185,432
2722,frame_002722.jpg,186,438
2726,frame_002726.jpg,620,249
2727,frame_002727.jpg,621,261
2728,frame_002728.jpg,653,281
2730,frame_002730.jpg,619,270
2730,frame_002730.jpg,597,267
2735,frame_002735.jpg,455,279
2736,frame_002736.jpg,404,237
2737,frame_002737.jpg,382,251
2737,frame_002737.jpg,374,265
2739,frame_002739.jpg,352,275
2740,frame_002740.jpg,353,285
2741,frame_002741.jpg,351,289
2743,frame_002743.jpg,344,295
2744,frame_002744.jpg,346,301
2744,frame_002744.jpg,347,305
2754,frame_002754.jpg,803,509
2756,frame_002756.jpg,802,512
2757,frame_002757.jpg,805,516
2757,frame_002757.jpg,807,516
2758,frame_002758.jpg,689,531
2760,frame_002760.jpg,395,394
2761,frame_002761.jpg,370,404
2762,frame_002762.jpg,373,409
2762,frame_002762.jpg,375,420
2763,frame_002763.jpg,369,456
2765,frame_002765.jpg,377,448
2766,frame_002766.jpg,387,368
2767,frame_002767.jpg,389,367
2767,frame_002767.jpg,393,368
2769,frame_002769.jpg,397,367
2775,frame_002775.jpg,452,303
2776,frame_002776.jpg,505,292
2776,frame_002776.jpg,508,306
2778,frame_002778.jpg,510,322
2779,frame_002779.jpg,506,329
2780,frame_002780.jpg,505,330
2803,frame_002803.jpg,661,318
2803,frame_002803.jpg,643,325
2804,frame_002804.jpg,626,332
2805,frame_002805.jpg,613,340
2806,frame_002806.jpg,595,346
2808,frame_002808.jpg,578,349
2809,frame_002809.jpg,559,352
2809,frame_002809.jpg,723,371
2810,frame_002810.jpg,882,363
2810,frame_002810.jpg,863,362
2812,frame_002812.jpg,842,373
2812,frame_002812.jpg,805,373
2813,frame_002813.jpg,790,380
2814,frame_002814.jpg,781,388
2816,frame_002816.jpg,784,405
2833,frame_002833.jpg,442,417
2834,frame_002834.jpg,449,418
2834,frame_002834.jpg,452,424
2835,frame_002835.jpg,457,438
2836,frame_002836.jpg,440,338
2838,frame_002838.jpg,545,361
2839,frame_002839.jpg,664,426
2840,frame_002840.jpg,663,428
2840,frame_002840.jpg,670,431
2842,frame_002842.jpg,681,440
2842,frame_002842.jpg,688,441
2843,frame_002843.jpg,704,452
2844,frame_002844.jpg,733,470
2844,frame_002844.jpg,725,461
2846,frame_002846.jpg,709,451
2847,frame_002847.jpg,436,398
2847,frame_002847.jpg,334,343
2848,frame_002848.jpg,340,343
2850,frame_002850.jpg,343,337
2851,frame_002851.jpg,346,334
2852,frame_002852.jpg,349,330
2853,frame_002853.jpg,351,331
2853,frame_002853.jpg,354,330
2866,frame_002866.jpg,530,430
2866,frame_002866.jpg,533,431
2868,frame_002868.jpg,532,432
2869,frame_002869.jpg,532,432
2870,frame_002870.jpg,529,427
2872,frame_002872.jpg,530,427
2872,frame_002872.jpg,531,431
2872,frame_002872.jpg,529,428
2873,frame_002873.jpg,530,428
2874,frame_002874.jpg,672,450
2876,frame_002876.jpg,782,447
2877,frame_002877.jpg,781,445
2877,frame_002877.jpg,777,443
2878,frame_002878.jpg,778,444
2880,frame_002880.jpg,778,443
2881,frame_002881.jpg,780,442
2882,frame_002882.jpg,779,441
2883,frame_002883.jpg,780,441
2883,frame_002883.jpg,779,441
2885,frame_002885.jpg,778,440
2885,frame_002885.jpg,780,436
2886,frame_002886.jpg,717,426
2887,frame_002887.jpg,477,374
2889,frame_002889.jpg,435,367
2890,frame_002890.jpg,436,367
2891,frame_002891.jpg,437,365
2893,frame_002893.jpg,436,364
2893,frame_002893.jpg,434,363
2894,frame_002894.jpg,434,362
2895,frame_002895.jpg,434,361
2906,frame_002906.jpg,452,364
2907,frame_002907.jpg,452,365
2908,frame_002908.jpg,452,368
2910,frame_002910.jpg,452,369
2910,frame_002910.jpg,452,369
2911,frame_002911.jpg,478,385
2912,frame_002912.jpg,559,457
2913,frame_002913.jpg,555,452
2915,frame_002915.jpg,553,448
2915,frame_002915.jpg,551,443
2916,frame_002916.jpg,550,440
2917,frame_002917.jpg,549,436
2919,frame_002919.jpg,547,436
2920,frame_002920.jpg,546,435
2920,frame_002920.jpg,544,436
2921,frame_002921.jpg,529,440
2923,frame_002923.jpg,428,478
2923,frame_002923.jpg,427,476
2924,frame_002924.jpg,428,475
2925,frame_002925.jpg,429,473
2926,frame_002926.jpg,429,472
2928,frame_002928.jpg,429,472
2929,frame_002929.jpg,428,472
2930,frame_002930.jpg,428,472
2930,frame_002930.jpg,427,473
2932,frame_002932.jpg,489,445
2932,frame_002932.jpg,523,424
2933,frame_002933.jpg,521,423
2933,frame_002933.jpg,521,423
2934,frame_002934.jpg,521,422
2936,frame_002936.jpg,520,420
2937,frame_002937.jpg,520,418
2938,frame_002938.jpg,519,417
2938,frame_002938.jpg,520,415
2940,frame_002940.jpg,520,414
2941,frame_002941.jpg,519,414
2941,frame_002941.jpg,520,412
2943,frame_002943.jpg,519,411
2943,frame_002943.jpg,519,409
2945,frame_002945.jpg,400,369
2946,frame_002946.jpg,327,343
2947,frame_002947.jpg,327,345
2947,frame_002947.jpg,327,347
2949,frame_002949.jpg,327,350
2950,frame_002950.jpg,330,352
2951,frame_002951.jpg,332,353
2953,frame_002953.jpg,334,355
2953,frame_002953.jpg,339,354
2954,frame_002954.jpg,340,354
2955,frame_002955.jpg,340,353
2956,frame_002956.jpg,468,375
2958,frame_002958.jpg,706,408
2958,frame_002958.jpg,764,402
2959,frame_002959.jpg,756,396
2960,frame_002960.jpg,750,391
2960,frame_002960.jpg,745,386
2962,frame_002962.jpg,738,381
2962,frame_002962.jpg,732,380
2963,frame_002963.jpg,726,380
2964,frame_002964.jpg,721,383
2964,frame_002964.jpg,714,388
2966,frame_002966.jpg,746,401
2967,frame_002967.jpg,959,444
2968,frame_002968.jpg,959,444
2970,frame_002970.jpg,959,447
2970,frame_002970.jpg,959,444
2971,frame_002971.jpg,959,441
2972,frame_002972.jpg,959,439
2973,frame_002973.jpg,959,436
2975,frame_002975.jpg,959,428
2975,frame_002975.jpg,959,424
2976,frame_002976.jpg,959,420
2977,frame_002977.jpg,959,418
2979,frame_002979.jpg,959,415
2979,frame_002979.jpg,959,414
2980,frame_002980.jpg,959,415
2981,frame_002981.jpg,959,414
2983,frame_002983.jpg,959,414
2984,frame_002984.jpg,959,415
2984,frame_002984.jpg,959,417
2985,frame_002985.jpg,954,416
2986,frame_002986.jpg,680,392
2988,frame_002988.jpg,484,379
2989,frame_002989.jpg,474,377
2990,frame_002990.jpg,475,376
2990,frame_002990.jpg,477,374
2992,frame_002992.jpg,477,372
2992,frame_002992.jpg,479,372
2993,frame_002993.jpg,480,370
2993,frame_002993.jpg,481,368
2994,frame_002994.jpg,481,367
2996,frame_002996.jpg,483,366
2997,frame_002997.jpg,483,367
2997,frame_002997.jpg,484,368
2998,frame_002998.jpg,485,369
3000,frame_003000.jpg,485,370
3001,frame_003001.jpg,486,371
3002,frame_003002.jpg,487,370
3002,frame_003002.jpg,487,370
3003,frame_003003.jpg,490,369
3005,frame_003005.jpg,490,369
3006,frame_003006.jpg,490,370
3007,frame_003007.jpg,491,370
3007,frame_003007.jpg,444,342
3009,frame_003009.jpg,423,324
3010,frame_003010.jpg,424,323
3011,frame_003011.jpg,425,322
3013,frame_003013.jpg,425,321
3013,frame_003013.jpg,424,321
3014,frame_003014.jpg,426,320
3015,frame_003015.jpg,425,319
3016,frame_003016.jpg,426,318
3026,frame_003026.jpg,696,367
3027,frame_003027.jpg,696,366
3028,frame_003028.jpg,697,366
3030,frame_003030.jpg,699,368
3031,frame_003031.jpg,698,368
3031,frame_003031.jpg,698,369
3032,frame_003032.jpg,698,369
3033,frame_003033.jpg,699,369
3035,frame_003035.jpg,698,369
3035,frame_003035.jpg,698,366
3036,frame_003036.jpg,697,366
3037,frame_003037.jpg,698,366
3039,frame_003039.jpg,697,366
3040,frame_003040.jpg,686,367
3041,frame_003041.jpg,500,406
3041,frame_003041.jpg,476,408
3043,frame_003043.jpg,476,407
3044,frame_003044.jpg,477,406
3045,frame_003045.jpg,476,405
3045,frame_003045.jpg,475,404
3046,frame_003046.jpg,474,404
3048,frame_003048.jpg,474,403
3049,frame_003049.jpg,474,402
3050,frame_003050.jpg,475,401
3050,frame_003050.jpg,475,401
3052,frame_003052.jpg,476,402
3052,frame_003052.jpg,475,400
3053,frame_003053.jpg,476,402
3053,frame_003053.jpg,476,401
3054,frame_003054.jpg,476,401
3056,frame_003056.jpg,476,402
3057,frame_003057.jpg,476,402
3058,frame_003058.jpg,476,402
3058,frame_003058.jpg,476,402
3060,frame_003060.jpg,476,402
3061,frame_003061.jpg,476,402
3062,frame_003062.jpg,476,402
3063,frame_003063.jpg,438,393
3065,frame_003065.jpg,242,300
3065,frame_003065.jpg,216,286
3066,frame_003066.jpg,218,285
3067,frame_003067.jpg,219,283
3069,frame_003069.jpg,220,284
3069,frame_003069.jpg,220,281
3070,frame_003070.jpg,220,281
3071,frame_003071.jpg,220,280
3073,frame_003073.jpg,220,280
3073,frame_003073.jpg,220,279
3074,frame_003074.jpg,220,279
3075,frame_003075.jpg,221,277
3076,frame_003076.jpg,220,277
3078,frame_003078.jpg,221,278
3078,frame_003078.jpg,221,278
3079,frame_003079.jpg,221,278
3080,frame_003080.jpg,221,278
3080,frame_003080.jpg,222,279
3082,frame_003082.jpg,223,278
3082,frame_003082.jpg,223,278
3083,frame_003083.jpg,223,276
3084,frame_003084.jpg,223,275
3086,frame_003086.jpg,223,274
3086,frame_003086.jpg,221,260
3087,frame_003087.jpg,222,258
3088,frame_003088.jpg,221,255
3090,frame_003090.jpg,223,254
3091,frame_003091.jpg,222,254
3091,frame_003091.jpg,223,254
3092,frame_003092.jpg,225,254
3093,frame_003093.jpg,228,256
3095,frame_003095.jpg,232,261
3095,frame_003095.jpg,234,263
3096,frame_003096.jpg,234,262
3097,frame_003097.jpg,234,263
3099,frame_003099.jpg,235,263
3100,frame_003100.jpg,234,261
3100,frame_003100.jpg,235,261
